CASE_TYPE,REGION,COMPLEXITY,DELAY_FLAG,OUTCOME
Other,nan,Low,Yes,Resolved
Other,LAKSHMANAN,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MATHUR,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,"SEMA,V.S.SIRPURKAR",Low,No,Resolved
Other,SETHI.,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,BALASUBRAMANYAN,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,LAKSHMANAN,Low,Yes,Resolved
Other,KAPADIA,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,"Babu,S.S.M.Quadri",Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,"S.N.PHUKAN,S.S.M.QUADRI",Low,Yes,Resolved
Other,"S.N.PHUKAN,S.S.M.QUADRI",Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,BHANDARI,Low,No,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,SINHA,Low,Yes,Resolved
Other,"PASAYAT,C.K.THAKKER",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,THAKKER,Low,Yes,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,PANTA,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,THAKKER,Low,Yes,Resolved
Other,PANTA,Low,No,Resolved
Other,BANERJEE,Low,Yes,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,PAL,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINHA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"PATIL,J.",High,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,PAL.,Low,Yes,Resolved
Other,"R.C.LAHOTI,K.G.BALAKRISHNA",Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,CHATTERJEE,Low,No,Resolved
Other,THAKKER,Low,Yes,Resolved
Other,MATHUR.,High,Yes,Resolved
Other,",",High,No,Resolved
Other,SINHA.,High,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,BABU,Low,Yes,Resolved
Other,BABU,Low,Yes,Resolved
Other,PANTA,Low,No,Resolved
Other,"S.N.VARIAVA,K.T.THOMAS",Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,BALAKRISHNAN,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,JAIN,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,BEDI,Low,No,Resolved
Other,KAPADIA,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,KAPADIA,Low,Yes,Resolved
Other,PATIL.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,KAPADIA,Low,Yes,Resolved
Other,KAPADIA,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,THAKKER,Low,No,Resolved
Other,SRIKRISHNA,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,BALAKRISHNAN,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,CHATTERJEE,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,SINGH,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,MATHUR,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,SIRPURKAR,Low,No,Resolved
Other,MISHRA,High,Yes,Resolved
Other,THAKKER,Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,KABIR,Low,No,Resolved
Other,CHATTERJEE,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,",",High,No,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,THAKKER,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"R.P.SETHI,S.S.AHMAD",Low,Yes,Resolved
Other,PHUKAN.,Low,Yes,Resolved
Other,"S.V.PATIL,R.P.SETHI,G.B.PATTANAIK",High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,"S.R.BABU,K.G.BALAKRISHNA",Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,",",High,No,Resolved
Other,SEMA.,Low,Yes,Resolved
Other,KAPADIA.,Low,Yes,Resolved
Other,KAPADIA.,Low,Yes,Resolved
Other,SRIKRISHNA,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,DHARMADHIKARI,Low,Yes,Resolved
Other,KUMAR.,Low,Yes,Resolved
Other,"CHATTERJEE,P.K.BALASUBRAMANYAN",High,Yes,Resolved
Other,ALAM,High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,BALAKRISHNAN,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAIN,High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,"S.B.MAJUMDAR,D.P.MOHAPATRO",Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,BHANDARI,Low,No,Resolved
Other,REDDY,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,LAKSHMANAN,Low,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,"M.B.SHAH,S.N.PHUKAN",Low,Yes,Resolved
Other,",",High,No,Resolved
Other,BALASUBRAMANYAN,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,SINHA.,Low,Yes,Resolved
Other,SINHA.,Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,LAKSHMANAN,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,NAOLEKAR,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,"MOHAPATRA,J.",High,Yes,Resolved
Other,nan,Low,No,Resolved
Other,KABIR,Low,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,CHATTERJEE,Low,No,Resolved
Other,",",High,No,Resolved
Other,VARIAVA.,High,Yes,Resolved
Other,nan,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,SIRPURKAR,Low,No,Resolved
Other,SABHARWAL,Low,Yes,Resolved
Other,SABHARWAL,Low,Yes,Resolved
Other,SABHARWAL,Low,Yes,Resolved
Other,SIRPURKAR,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,KUMAR,High,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,CHATTERJEE,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,RAVEENDRAN,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,KATJU,Low,No,Resolved
Other,SIRPURKAR,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,BALASUBRAMANYAN,Low,No,Resolved
Other,BALASUBRAMANYAN,Low,No,Resolved
Other,SRIKRISHNA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,BALASUBRAMANYAN,High,Yes,Resolved
Other,REDDY,Low,No,Resolved
Other,KUMAR,Low,Yes,Resolved
Other,LAHOTI,Low,Yes,Resolved
Other,LAHOTI,Low,Yes,Resolved
Other,LAHOTI,Low,Yes,Resolved
Other,SEMA,Low,No,Resolved
Other,SEMA,Low,No,Resolved
Other,"K.T.THOMAS,S.N.VARIAVA",Low,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,"PAL,D.P.WADHWA",Low,Yes,Resolved
Other,"K.T.Thomas,R.C.Lahoti",Low,Yes,Resolved
Other,"K.T.Thomas,R.C.Lahoti",Low,Yes,Resolved
Other,AGRAWAL,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,KUMAR.,Low,Yes,Resolved
Other,REDDI,High,Yes,Resolved
Other,LAKSHMANAN.,High,Yes,Resolved
Other,",",High,No,Resolved
Other,"R.P.Sethi,K.T.Thomas",Low,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,MATHUR,Low,No,Resolved
Other,"S.R.Nabu,R.C.Lahoti",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,"D.P.WADHWA,S.S.AHMAD",Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,BEDI,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,"S.N.VARIAVA,DR.AR.LAKSHMANAN,S.H.KAPADIA",High,Yes,Resolved
Other,Quadri,Low,Yes,Resolved
Other,THAKKER,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,LAKSHMANAN,Low,Yes,Resolved
Other,SHAH,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,SRIKRISHNA.,Low,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,NAOLEKAR,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,"Y.K.SABHARWAL,S.N.HEGDE,S.P.BHARUCHA",High,Yes,Resolved
Other,MATHUR,High,Yes,Resolved
Other,SIRPURKAR,Low,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,BANERJEE,Low,Yes,Resolved
Other,SRIKRISHNA,Low,Yes,Resolved
Other,REDDI,Low,Yes,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,"PAL,A.P.MISRA",Low,Yes,Resolved
Other,"Patil,S.R.Babu",Low,Yes,Resolved
Other,RAVEENDRAN,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,MATHUR,Low,Yes,Resolved
Other,KAPADIA,High,Yes,Resolved
Other,KUMAR.,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,KUMAR,High,Yes,Resolved
Other,nan,Low,No,Resolved
Other,SIRPURKAR,Low,No,Resolved
Other,REDDY,Low,No,Resolved
Other,REDDY,Low,No,Resolved
Other,BALASUBRAMANYAN,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,CHATTERJEE,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,PATIL,Low,Yes,Resolved
Other,PATIL,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,K.G.BALAKRISHNA,High,Yes,Resolved
Other,",",High,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,SETHI,Low,Yes,Resolved
Other,P.K.I.BALASUBRAMANYAN,High,No,Resolved
Other,P.K.I.BALASUBRAMANYAN,High,No,Resolved
Other,nan,Low,No,Resolved
Other,BEDI,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,KAPADIA.,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MATHUR,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,MATHUR.,Low,Yes,Resolved
Other,KAPADIA,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,ALAM,High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,PANTA,Low,No,Resolved
Other,",",High,No,Resolved
Other,"R.C.LAHOTI,K.G.BALAKRISHNA",Low,Yes,Resolved
Other,KAPADIA,Low,No,Resolved
Other,BHANDARI,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,KUMAR,Low,Yes,Resolved
Other,"S.S.M.QUADRI,S.N.PHUKAN",Low,Yes,Resolved
Other,"U.C.BANERJEE,G.B.PATTANAIK",Low,Yes,Resolved
Other,RAJU,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,BHAN.,Low,Yes,Resolved
Other,BHAN.,Low,Yes,Resolved
Other,KAPADIA,Low,Yes,Resolved
Other,"S.N.HEGDE,S.S.M.QUADRI",Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,"S.N.VARIAVA,R.C.LAHOTI",Low,Yes,Resolved
Other,SABHARWAL,High,Yes,Resolved
Other,SINHA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAVEENDRAN,Low,No,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,PANTA,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,BALAKRISHNAN,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,AGRAWAL,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,PHUKAN,High,Yes,Resolved
Other,"V.N.KHARE,S.N.PHUKAN",Low,Yes,Resolved
Other,"SEMA,G.P.MATHUR",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,SEMA.,Low,Yes,Resolved
Other,SRIKRISHNA,Low,Yes,Resolved
Other,BHANDARI,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,KUMAR.,Low,Yes,Resolved
Other,"Y.K.SABHARWAL,S.N.HEGDE,S.P.BHARUCHA",High,Yes,Resolved
Other,NAOLKAR,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,BHANDARI,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,AGRAWAL,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,GANGULY,High,No,Resolved
Other,BALASUBRAMANYAN,High,Yes,Resolved
Other,BALASUBRAMANYAN,High,Yes,Resolved
Other,PATIL,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,PANTA,High,No,Resolved
Other,KABIR,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,RAJU,Low,Yes,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,PATIL,Low,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,BALAKRISHNAN,Low,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,KAPADIA,Low,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,PAL,High,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,REDDI,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,"K.T.THOMAS,R.C.LAHOTI,N.S.HEGDE,S.N.VARIAVA.",High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KUMAR.,Low,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,ALAM,High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,KUMAR,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,BEDI,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,"PAL,D.P.WADHWA",Low,Yes,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,LAKSHMANAN.,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,SINGHVI,High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,Raju,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,KAPADIA.,High,Yes,Resolved
Other,VARIAVA,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,BALASUBRAMANYAN,High,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,BHANDARI,Low,No,Resolved
Other,REDDY,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,SIRPURKAR,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,PANTA,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,NAOLEKAR,Low,Yes,Resolved
Other,SATHASIVAM,High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,PATIL,High,Yes,Resolved
Other,",",High,No,Resolved
Other,KATJU,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,",",High,No,Resolved
Other,BEDI,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,SIRPURKAR,Low,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,SINHA,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,MATHUR,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,PHUKAN,Low,Yes,Resolved
Other,PHUKAN,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SETHI,Low,Yes,Resolved
Other,PASAYAT,Low,Yes,Resolved
Other,AGRAWAL,High,Yes,Resolved
Other,PANTA,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,KAPADIA,Low,No,Resolved
Other,KAPADIA,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,MATHUR,High,Yes,Resolved
Other,nan,Low,No,Resolved
Other,PANTA,Low,No,Resolved
Other,LAHOTI,Low,Yes,Resolved
Other,KUMAR,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"S.N.VARIAVA,K.T.THOMAS",Low,Yes,Resolved
Other,MOHAPATRA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,REDDY,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,ALAM,High,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,SRIKRISHNA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,BHANDARI,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,"B.N.AGRAWAL,A.K.MATHUR",Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,KUMAR.,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,RAJU,High,Yes,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,JAIN,High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,THAKKER,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,LAKSHMANAN,Low,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,KABIR,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"S.B.MAJUMDAR,G.B.PATTANAIK,V.N.KHARE,U.C.BANERJEE,R.P.SETHI",High,Yes,Resolved
Other,"S.B.MAJUMDAR,G.B.PATTANAIK,V.N.KHARE,U.C.BANERJEE,R.P.SETHI",High,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,KATJU,Low,No,Resolved
Other,PHUKAN,Low,Yes,Resolved
Other,PHUKAN,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,SETHI,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,KABIR,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,DHARMADHIKARI,Low,Yes,Resolved
Other,KUMAR,High,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINHA,Low,Yes,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,MATHUR.,High,Yes,Resolved
Other,CHATTERJEE,Low,No,Resolved
Other,KAPADIA.,High,Yes,Resolved
Other,nan,Low,No,Resolved
Other,THAKKER,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,CHATTERJEE,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,KAPADIA,Low,No,Resolved
Other,KAPADIA,Low,Yes,Resolved
Other,THAKKER,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,PATIL,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,CHATTERJEE,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,BHANDARI,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,NAOLEKAR,Low,Yes,Resolved
Other,BHANDARI,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,BHANDARI,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,",",High,No,Resolved
Other,RAVEENDRAN,Low,No,Resolved
Other,RAVEENDRAN,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,SATHASIVAM,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,BALASUBRAMANYAN,Low,Yes,Resolved
Other,SRIKRISHNA,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,LAKSHMANAN,Low,Yes,Resolved
Other,PASAYAT.,Low,Yes,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,No,Resolved
Other,MATHUR,High,Yes,Resolved
Other,MOHAPATRA,Low,Yes,Resolved
Other,JAIN,Low,No,Resolved
Other,AGRAWAL,Low,Yes,Resolved
Other,AGRAWAL,Low,Yes,Resolved
Other,AGRAWAL,Low,Yes,Resolved
Other,nan,Low,No,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,DHARMADHIKARI.,Low,Yes,Resolved
Other,BALAKRISHNAN,Low,Yes,Resolved
Other,SINGH.,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,J.,Low,Yes,Resolved
Other,KATJU,Low,No,Resolved
Other,JAIN,Low,No,Resolved
Other,",",High,No,Resolved
Other,nan,Low,Yes,Resolved
